Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Work_Experience
5140074,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Core staff,2,0,41.0,1.2
5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,55.0,0.0
5091963,M,Y,N,0,180000.0,Working,Secondary,Married,Municipal apartment,1,1,0,0,Drivers,2,0,52.0,3.9
5053637,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Laborers,1,0,60.0,0.0
5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,4,0,38.0,0.7
5096424,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Laborers,1,0,32.0,6.4
5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,67.0,0.0
5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,30.0,1.1
5096061,F,N,N,2,73350.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,4,0,39.0,19.4
5028917,F,Y,Y,0,112500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,47.0,4.9
5117778,F,Y,N,0,144000.0,Working,Secondary,Widow,House / apartment,1,0,0,0,HR staff,1,0,39.0,3.7
5095310,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,34.0,10.2
5050655,F,N,N,0,112500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Accountants,2,0,40.0,2.9
5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,0,44.0,7.3
5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,7.1
5113159,M,Y,Y,0,157500.0,Commercial associate,Secondary,Single / not married,Municipal apartment,1,1,0,0,Laborers,1,0,27.0,5.8
5143235,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,2,0,28.0,6.8
5132800,F,N,Y,0,157500.0,Working,Secondary,Separated,House / apartment,1,0,0,0,Sales staff,1,0,51.0,4.2
5090549,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,42.0,6.9
5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,0,27.0,6.3
5051061,F,N,N,2,112500.0,Commercial associate,Secondary,Married,House / apartment,1,0,1,0,Laborers,4,0,33.0,3.6
5010707,M,Y,N,0,202500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Drivers,2,0,43.0,13.9
5028984,F,N,Y,0,193500.0,Working,Secondary,Separated,House / apartment,1,1,1,1,Laborers,1,0,52.0,6.1
5028615,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1,0,29.0,5.9
5126034,F,Y,Y,0,108000.0,Working,Secondary,Separated,House / apartment,1,0,0,1,Cleaning staff,1,0,47.0,2.5
5090470,M,N,Y,1,900000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,42.0,12.4
5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,40.0,4.3
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,2,0,40.0,4.3
5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5117314,M,N,Y,1,292500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,46.0,4.6
5009195,F,N,N,0,292500.0,State servant,Secondary,Married,House / apartment,1,1,1,0,Accountants,2,0,57.0,23.8
5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,0,37.0,17.4
5096416,F,N,N,0,76500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,2,0,46.0,0.3
5042286,F,N,Y,0,157500.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Secretaries,1,0,30.0,3.3
5050729,M,Y,N,0,180000.0,Working,Secondary,Single / not married,With parents,1,0,0,0,Laborers,1,0,23.0,1.5
5038897,F,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,63.0,0.0
5050973,F,N,N,1,112500.0,State servant,Secondary,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,44.0,20.8
5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,44.0,15.4
5113539,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,4.9
5085990,F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5033452,F,N,N,0,112500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Core staff,2,0,52.0,15.1
5051240,F,Y,N,0,121500.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,64.0,0.0
5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,1,0,1,0,Sales staff,2,0,27.0,5.3
5145978,F,Y,N,0,112500.0,State servant,Secondary,Widow,House / apartment,1,0,0,0,Secretaries,1,0,54.0,16.1
5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,0,34.0,1.3
5038845,F,N,Y,0,103500.0,Commercial associate,Secondary,Married,House / apartment,1,1,1,0,Sales staff,2,0,47.0,4.3
5105556,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,12.4
5028383,M,Y,N,0,337500.0,Working,Secondary,Single / not married,With parents,1,0,0,0,Core staff,1,0,31.0,9.1
5009980,F,Y,Y,0,180000.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,2,0,57.0,10.6
5062075,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,32.0,0.9
5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,5.3
5112662,F,N,N,1,135000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Managers,3,0,34.0,1.7
5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Laborers,1,0,36.0,1.6
5066843,F,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,0.0
5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,0,41.0,5.3
5047704,F,N,Y,2,191399.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,3,0,40.0,4.1
5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,1,0,1,1,Core staff,3,0,49.0,1.9
5090954,F,N,N,0,270000.0,State servant,Secondary,Separated,House / apartment,1,0,1,1,Medicine staff,1,0,53.0,33.8
5143019,M,N,N,0,270000.0,Working,Secondary,Married,With parents,1,1,1,0,Laborers,2,0,32.0,1.7
5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,43.0,14.3
5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,1,0,1,0,Laborers,1,0,61.0,0.0
5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5042232,F,N,Y,0,112500.0,Commercial associate,Secondary,Single / not married,House / apartment,1,1,0,0,Sales staff,1,0,35.0,17.2
5125317,M,Y,N,0,292500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,7.5
5068038,F,N,N,0,112500.0,State servant,Secondary,Married,With parents,1,0,0,0,Medicine staff,2,0,47.0,25.7
5038814,F,N,Y,0,247500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,2.0
5095356,F,N,N,0,157500.0,Working,Secondary,Single / not married,With parents,1,0,0,0,Sales staff,1,0,25.0,2.8
5037266,M,Y,N,0,225000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,33.0,3.6
5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,2,0,38.0,9.5
5096211,M,N,N,0,81000.0,Working,Secondary,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2,0,39.0,0.4
5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,46.0,6.7
5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,0,0,Laborers,3,0,43.0,7.7
5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,5,0,37.0,19.2
5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary,Married,Rented apartment,1,0,0,0,Drivers,2,0,47.0,5.6
5041073,F,N,Y,0,67500.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,2,0,50.0,0.5
5149660,F,N,Y,1,180000.0,Commercial associate,Secondary,Civil marriage,House / apartment,1,0,0,0,Realty agents,3,0,33.0,8.1
5022756,F,N,N,1,202500.0,Commercial associate,Secondary,Separated,House / apartment,1,0,0,0,Sales staff,2,0,30.0,8.7
5036562,F,N,N,1,112500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,3,0,33.0,14.0
5117754,M,Y,N,0,306000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Managers,2,0,44.0,4.5
5125281,F,N,Y,1,90000.0,Working,Secondary,Married,House / apartment,1,0,0,1,Sales staff,3,0,45.0,10.1
5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,4,0,30.0,10.1
5021267,F,Y,Y,1,270000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,40.0,12.6
5125166,M,N,Y,1,234000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,33.0,4.8
5125524,M,N,N,2,171000.0,Working,Secondary,Married,Municipal apartment,1,1,1,0,Core staff,4,0,38.0,15.5
5010089,F,N,N,0,225000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,28.0,4.6
5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,0,46.0,0.5
5142763,F,N,N,0,117000.0,Commercial associate,Secondary,Single / not married,With parents,1,0,0,0,Sales staff,1,0,27.0,1.5
5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Drivers,2,0,58.0,4.6
5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,54.0,5.9
5146123,F,N,N,0,54000.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,55.0,0.0
5023410,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5010032,M,Y,Y,0,85500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,61.0,0.0
5118397,M,N,N,0,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Drivers,2,0,47.0,4.5
5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,65.0,36.7
5069399,M,N,Y,0,157500.0,Working,Secondary,Single / not married,House / apartment,1,1,1,0,Core staff,1,0,23.0,4.1
5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,1,0,0,0,Core staff,1,0,47.0,3.7
5022041,M,N,Y,0,180000.0,Working,Secondary,Married,House / apartment,1,0,0,1,Sales staff,2,0,28.0,3.8
5126124,F,Y,N,0,72000.0,Working,Secondary,Married,House / apartment,1,1,1,0,Medicine staff,2,0,42.0,0.6
5023563,F,N,Y,0,202500.0,Working,Secondary,Widow,House / apartment,1,0,0,0,Core staff,1,0,49.0,27.3
5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,26.0,4.1
5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,51.0,13.9
5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,38.0,8.0
5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,4,0,35.0,6.1
5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,34.0,1.0
5126322,F,N,N,0,270000.0,Working,Secondary,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,49.0,4.7
5053610,F,N,Y,0,112500.0,Working,Secondary,Married,Municipal apartment,1,0,0,0,Laborers,2,0,56.0,10.1
5069227,F,Y,Y,0,191399.0,Commercial associate,Secondary,Married,House / apartment,1,0,1,0,Sales staff,2,0,47.0,2.6
5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Medicine staff,1,0,47.0,8.2
5142812,M,Y,N,0,202500.0,State servant,Secondary,Married,House / apartment,1,1,1,0,Core staff,2,0,32.0,11.7
5053114,F,N,Y,0,99000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,65.0,0.0
5149027,F,N,Y,0,162000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,62.0,0.0
5145869,F,N,Y,0,225000.0,Pensioner,Secondary,Separated,House / apartment,1,0,1,0,Laborers,1,0,57.0,0.0
5053354,F,Y,N,0,225000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,50.0,0.3
5087944,F,N,Y,0,72000.0,Working,Secondary,Widow,House / apartment,1,1,1,0,Cleaning staff,1,0,55.0,5.7
5035688,F,Y,Y,0,135000.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,45.0,23.0
5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Laborers,3,0,50.0,0.3
5044860,F,N,Y,0,167400.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,52.0,0.0
5117047,F,N,Y,0,180000.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,63.0,0.0
5022676,M,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5009739,F,Y,N,0,99000.0,Working,Secondary,Married,House / apartment,1,1,1,0,Core staff,2,0,40.0,12.0
5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,34.0,0.3
5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,1,0,0,1,Managers,1,0,55.0,20.9
5135982,F,N,Y,0,423000.0,Commercial associate,Secondary,Separated,House / apartment,1,0,0,0,Private service staff,1,0,37.0,8.6
5046362,F,N,Y,0,90000.0,Working,Secondary,Civil marriage,With parents,1,1,1,0,Sales staff,2,0,39.0,0.4
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,1,0,0,1,Managers,2,0,45.0,11.0
5143519,F,N,Y,0,247500.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,64.0,0.0
5068888,F,N,Y,0,225000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,2,0,64.0,13.4
5150412,F,N,Y,0,67500.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,61.0,0.0
5067924,F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,62.0,0.0
5056149,M,Y,N,0,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,40.8
5022308,F,N,Y,0,90000.0,Working,Secondary,Separated,House / apartment,1,0,0,0,Laborers,1,0,52.0,9.1
5068465,F,N,Y,1,90000.0,Commercial associate,Secondary,Married,House / apartment,1,0,1,0,Private service staff,3,0,28.0,5.4
5036881,F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,62.0,0.0
5137033,M,Y,N,1,112500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,3,0,39.0,0.5
5148812,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,61.0,0.0
5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Drivers,4,0,42.0,16.8
5078842,F,Y,Y,1,135000.0,Working,Secondary,Married,With parents,1,0,0,0,Private service staff,3,0,29.0,0.3
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,1,0,0,0,Managers,3,0,51.0,7.2
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,52.0,4.8
5045253,F,N,Y,1,270000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Core staff,3,0,57.0,10.1
5100000,F,N,N,1,180000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Sales staff,3,0,42.0,9.4
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Core staff,3,0,27.0,8.0
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary,Married,With parents,1,0,0,0,Laborers,2,0,47.0,9.3
5115947,M,Y,Y,0,225000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,26.0,3.0
5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,60.0,0.0
5022373,F,N,Y,1,234000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,57.0,22.0
5149040,F,N,Y,0,180000.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,54.0,9.9
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Core staff,4,0,31.0,0.3
5139951,F,Y,Y,0,121500.0,State servant,Secondary,Married,House / apartment,1,1,0,0,Laborers,2,0,55.0,8.9
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,Laborers,3,0,30.0,0.6
5148527,F,N,Y,0,180000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5009443,F,N,N,0,90000.0,State servant,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,26.0,4.6
5096621,F,N,N,1,135000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,3,0,40.0,4.4
5149150,M,Y,Y,0,247500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,2,0,30.0,9.8
5118448,F,N,N,1,76500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Sales staff,3,0,28.0,2.0
5116818,M,N,Y,0,85500.0,State servant,Secondary,Separated,Co-op apartment,1,1,1,0,Core staff,1,0,45.0,23.9
5022833,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Core staff,2,0,47.0,4.4
5086006,F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,59.0,0.0
5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,0,39.0,4.4
5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,29.0,2.7
5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,1,Laborers,3,0,39.0,1.2
5150047,F,N,Y,0,283500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,49.0,1.8
5035791,F,Y,Y,0,90000.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,60.0,0.0
5021682,M,N,Y,0,191399.0,Commercial associate,Secondary,Separated,House / apartment,1,0,0,0,Cleaning staff,1,0,51.0,10.0
5088699,F,Y,Y,0,252000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,2,0,48.0,3.5
5115797,F,N,Y,1,135000.0,Commercial associate,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,2,0,40.0,20.1
5023460,F,Y,Y,0,315000.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,58.0,0.0
5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,3,0,53.0,15.2
5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,2,0,39.0,10.4
5024527,F,N,Y,0,270000.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,57.0,0.0
5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary,Married,House / apartment,1,0,1,0,Managers,3,0,44.0,3.3
5068156,M,Y,Y,0,180000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,8.9
5117756,M,Y,N,0,306000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Managers,2,0,44.0,4.5
5066507,F,N,Y,0,157500.0,Working,Secondary,Single / not married,House / apartment,1,0,1,0,Private service staff,1,0,48.0,21.0
5143164,F,N,N,2,180000.0,Commercial associate,Secondary,Married,House / apartment,1,1,0,0,Accountants,4,0,38.0,3.7
5088834,F,N,Y,0,612000.0,State servant,Secondary,Married,House / apartment,1,0,0,1,Accountants,2,0,34.0,10.2
5135841,F,N,Y,1,36000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Core staff,3,0,34.0,3.0
5023059,M,Y,Y,1,112500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,31.0,1.4
5125325,M,Y,N,0,292500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,7.5
5135574,F,Y,Y,0,180000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,2,0,32.0,2.7
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Core staff,4,0,30.0,6.3
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,1,0,1,0,Core staff,1,0,54.0,34.6
5029108,M,Y,N,1,315000.0,State servant,Secondary,Married,House / apartment,1,0,0,1,High skill tech staff,3,0,36.0,10.0
5091400,F,N,N,0,135000.0,Working,Secondary,Married,With parents,1,0,0,0,Laborers,2,0,34.0,2.4
5050768,F,N,N,2,337500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Core staff,4,0,30.0,6.0
5113420,F,N,N,1,157500.0,Working,Secondary,Single / not married,Municipal apartment,1,0,0,0,Core staff,2,0,35.0,14.6
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,52.0,9.7
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,41.0,12.1
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,30.0,1.1
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Laborers,2,0,37.0,1.2
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,1,0,0,Drivers,2,0,25.0,2.6
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,58.0,0.0
5065673,F,N,N,0,135000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,32.0,12.9
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,40.0,5.4
5045800,M,Y,Y,1,427500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Drivers,3,0,33.0,7.0
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Core staff,3,0,29.0,3.8
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,0,31.0,1.3
5143360,F,N,Y,0,126000.0,Working,Secondary,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,62.0,6.1
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,35.0,4.5
5117403,F,N,N,0,94500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Waiters/barmen staff,2,0,46.0,4.4
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Managers,2,0,52.0,16.4
5137542,F,N,N,0,157500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Cooking staff,2,0,52.0,8.6
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,38.0,7.3
5090780,F,N,N,1,202500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Managers,3,0,33.0,9.4
5092242,F,N,N,0,117000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,6.4
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,0,25.0,1.1
5143427,F,N,Y,0,180000.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,64.0,0.0
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Laborers,3,0,43.0,18.2
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,1,High skill tech staff,4,0,29.0,1.4
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,1,0,0,0,Accountants,2,0,36.0,0.6
5025029,F,N,N,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,55.0,0.0
5149353,M,Y,Y,0,191399.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,33.0,9.0
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,60.0,0.0
5024578,F,N,N,1,90000.0,Working,Secondary,Married,With parents,1,0,0,0,Laborers,3,0,28.0,4.0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,35.0,7.1
5041869,M,Y,N,0,99000.0,State servant,Secondary,Married,House / apartment,1,1,1,0,Core staff,2,0,53.0,1.4
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Drivers,2,0,48.0,3.6
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,0,37.0,6.8
5045611,F,N,Y,2,90000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,32.0,2.0
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Core staff,4,0,31.0,0.3
